summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name,hunger,refugees,humanitarian,conflict
"The article discusses reports of unusual movement of troops from Sudan in border areas separating South Sudan and Sudan. South Sudan condemns such activities, accusing Sudan of violating its sovereignty and international law. South Sudan states that Sudan may be taking advantage of the current internal conflict in the country to redraw borders using military force. South Sudan warns that such activities undermine regional stability and efforts to improve bilateral relations between the two countries. The article also reports that Sudanese warplanes struck Unity state's Parieng county, dropping bombs on unknown targets.",2014-04-08,Unity state's Parieng county,9.316765,29.7910958,10315,Rubkona,False,False,False,True
"The article discusses the recent clash between South Sudan's army and the rebels, which occurred in several locations in Unity state including Torabith, Mayom County, Bentiu, Abiemnom, as well as near the oil refinery which is being constructed by the government of South Sudan. Both sides accuse each other of violating the cessation of hostilities agreement, and the South Sudan government pledges to continue pursuing the rebels.",2014-04-14,Unity state,8.9277211,29.7889248,10339,Koch,False,False,False,True
"The article discusses warnings from South Sudanese religious leaders of a looming humanitarian disaster in Unity state and Upper Nile states due to clashes between rival forces, despite the ceasefire agreement signed in January. The clerics called on the warring parties to respect the terms of the agreement, and for the international community to provide assistance to displaced persons. The situation may worsen if not given immediate attention. Heavy gunfire between government and rebel forces has been reported in Bentiu town and surrounding areas.",2014-04-14,Unity state,8.9277211,29.7889248,10341,Koch,True,True,True,True
"The article discusses the capture of an oil field by rebels after repulsing a twin attack by the South Sudanese army loyal to President Salva Kiir. The attack violates a ceasefire deal signed between the South Sudanese government and the rebel Sudan People's Liberation Movement/Army in Opposition. Former vice-president turned rebel leader Riek Machar said he intended to launch mass attacks targeting oil fields to stop the flow of oil money, which it claims is being used by the Juba administration to rent foreign forces. Many residents have fled Bentiu amid fears of imminent rebel attacks. Ongoing peace talks between the warring parties brokered by the Intergovernmental Authority on Development (IGAD) has failed to quell the violence.",2014-04-14,Unity state,8.9277211,29.7889248,10346,Koch,True,True,True,True
"The article discusses the admission by a South Sudanese government official that rebel forces have taken control of the strategic oil-rich capital of Unity state, Bentiu. The government army allegedly withdrew without notifying his forces, with some military sources claiming a commanding officer withdrew from Rubkona without their knowledge, allowing the rebels to penetrate parts of the town without resistance. It is still unclear whether the commanding officer stayed to fight on the government side. The government forces are still reportedly fighting in the town despite some officials confirming its recapture. The article also mentions the closure of supply routes from neighboring countries and the recapture of several rebel-held areas and border towns by the government forces in recent months.",2014-04-15,Bentiu,9.231487,29.8005027,10361,Rubkona,False,False,False,True
"The article discusses the ongoing fighting for control of Bentiu, the capital of Unity state in South Sudan, between army and opposition forces. The opposition has taken control of the town and demanded that oil production companies halt operations in the country's two oil-producing states, Unity and Upper Nile. Five foreign oil workers were injured in the fighting and UN peacekeepers evacuated 10 foreign oil workers caught up in attacks on an oil refinery outside Bentiu. The United Nations, the United States, and other members of the international community have criticized both sides for failing to observe a cessation of hostilities agreement reached in late January. Peace talks are on a three-week recess and are due to resume next week.",2014-04-15,Bentiu,9.231487,29.8005027,10369,Rubkona,True,True,True,True
"The article discusses the possibility of Kenya troops being permitted to go to South Sudan as peacekeepers amid ongoing fighting in the key oil town of Bentiu, where rebels are 'liberating' the oil fields and advising oil companies to evacuate their staff. Civil war erupted in December 2013, thousands have been killed, millions displaced, and regional bloc Igad has been attempting to broker a settlement between President Salva Kiir and Vice-President Riek Machar. However, both sides have been rearming and the deployment of Kenyan soldiers should not happen before a genuine peace agreement is reached, to avoid getting sucked into a bloody war.",2014-04-16,Bentiu,9.231487,29.8005027,10381,Rubkona,True,True,True,True
"The article discusses claims made by the spokesperson for the South Sudanese army that rebel troops were trained inside Sudan and were present in certain areas of West Kordofan state. However, the spokesperson of the Sudan Armed Forces dismissed this as false and unfounded, maintaining a neutral position on the conflict. The article also mentions the border disputes between the two countries and the influx of South Sudanese refugees into Sudan.",2014-04-15,Bentiu,9.231487,29.8005027,10386,Rubkona,False,False,False,True
"The article discusses how rebel fighters in South Sudan have re-taken control of Bentiu, the capital of oil-producing Unity State. Opposition is attempting to shut down all oil production in South Sudan because it does not want the government to use revenues from oil sales to buy weapons. Army spokesman confirmed fighting in Bentiu. Peace talks in Addis Ababa have made little progress.",2014-04-15,Bentiu,9.231487,29.8005027,10391,Rubkona,True,True,True,True
"The article discusses the seizure of Bentiu, the capital of Unity state in South Sudan by rebels led by Riek Machar after heavy clashes with government forces loyal to president Salva Kiir. The town has changed hands several times since the conflict erupted in the nation's capital, Juba, in mid-December last year before spreading to other areas across the country. The rebels are demanding the release of four political detainees and immediate withdrawal of Ugandan troops, who are currently providing military support to the SPLA. The eruption of fighting in Unity state comes as the latest blow to a ceasefire deal signed between the South Sudanese government and the rebel Sudan People's Liberation Movement/Army in Opposition.",2014-04-15,Bentiu,9.231487,29.8005027,10399,Rubkona,False,False,False,True
"The article discusses recent violent attacks on civilians and UN base camps in the strategic towns of Bentiu and Bor in South Sudan. Rebel forces aligned with former vice-president Riek Machar captured Unity state capital Bentiu. Armed youth demonstrators stormed the UN base camp in the Jonglei state capital Bor, killing at least 30 people and injuring two UNMISS peacekeepers. The attack on the UN base camp is considered a serious escalation and a war crime by the UN secretary-general. Toby Lanzer, the UN's humanitarian coordinator in South Sudan, warns that South Sudan is facing a bleak future if the current cycle of violence continues and calls for an immediate ceasefire and meaningful negotiations to find a political solution. ",2014-04-17,Bentiu,9.231487,29.8005027,10400,Rubkona,True,True,True,True
"The article discusses the South Sudanese army preparing to launch a major offensive to retake Bentiu, the capital of Unity state, which has been seized by rebel fighters. The rebels are believed to have received help from foreign mercenaries, including Janjaweed militias from Sudan. The South Sudanese government has accused the government of Sudan of assisting the rebels. The rebel Sudan Liberation Movement/Army in Opposition has called on oil companies operating in government-controlled areas to cease oil production and evacuate all staff within a week. Unity state has changed hands several times since the political tensions in Juba caused violence in mid-December.",2014-04-16,Bentiu,9.231487,29.8005027,10407,Rubkona,False,False,False,True
"The article discusses the conflict in South Sudan between government and rebel forces, with rebels loyal to former vice president Riek Machar claiming to have seized the capital of Unity state, Bentiu, and ordering oil firms operating there to leave within a week. The conflict has disrupted oil production, which is the main resource of South Sudan, intensifying the power struggle within the government. The rebels' seizure of oilfields puts pressure on the government and the worst case scenario is a return to civil war without oil resources. The situation is currently uncertain, with both sides showing reservations about negotiation and preferring a military solution.",2014-04-16,Bentiu,9.231487,29.8005027,10413,Rubkona,False,False,False,True
"The article discusses the increasing number of civilians seeking refuge with the UN peacekeeping mission in South Sudan's oil-rich Unity state due to spiraling violence. More than 12,000 civilians, mostly women and children, are seeking shelter at the UNMISS protection of civilians site in Bentiu. The article also reports the control of Guit and Rubkona Counties by anti-Government forces, and looting of shops by civilians in the state capital. Additionally, the article notes that an average of 75,000 civilians have found refuge from violence in UN bases across the country since hostilities erupted last December, with about a million people in South Sudan being forced from their homes due to the conflict.",2014-04-16,Bentiu,9.231487,29.8005027,10415,Rubkona,True,True,True,True
"The article discusses the recent victories of South Sudanese rebels, led by former vice president Riek Machar, against government troops in various locations across Unity state including Bentiu, Leer county, Mirmir, and Tharjiath oilfields. The rebels are retaking control of the region and forcing government forces to retreat towards the Bahr el Ghazal region. The article also mentions the potential for further conflict and deployment of troops by the government and neighboring countries.",2014-04-19,Bentiu,9.231487,29.8005027,10427,Rubkona,False,False,False,True
"The article discusses a recent attack by South Sudanese rebels against the South Sudan army in Unity state's capital, Bentiu, resulting in the deaths of 510 soldiers including one of their top generals. The rebels have also reportedly taken control of the Unity oilfields and are pursuing senior army officers. The article also mentions the withdrawal of SPLA forces from Leer County and the rebels' plans to control the whole of Upper Nile region during the coming rainy season, with the intention of taking the fight to Juba or to Greater Bahr el Ghazal region, home to the president.",2014-04-16,Unity state,8.9277211,29.7889248,10430,Koch,False,False,False,True
The article discusses the capture of the Unity state capital Bentiu town by rebels in South Sudan. The government is divided and military officers blame officials at the ministry of finance and individuals close to the president for the failure to deliver military supplies. This has led to the soldiers being let down and the rebels receiving support from foreign mercenaries which allowed them to recapture the town. There are accusations of negligence by government agencies and calls for an investigation by the president.,2014-04-16,Bentiu,9.231487,29.8005027,10431,Rubkona,False,False,False,True
"The article discusses the South Sudanese military's efforts to scale up operations against rebels seeking to take control of the state's oil fields. The rebels have been launching sustained attacks in Unity and Upper Nile states and have explicitly stated their aim of hampering oil production. The South Sudanese military claims to have repulsed these attacks, but there are reports of damage to a refinery in Tharjath and injuries to three Russian oil workers. The conflict has disrupted oil production, which is a major source of government revenue.",2014-04-19,Bentiu,9.231487,29.8005027,10438,Rubkona,False,False,False,True
"The article discusses the Chinese Foreign Ministry's response to the conflict in Bentiu, an oil hub and capital of Unity State in South Sudan, stating that they have not received any reports of Chinese companies being affected and calling for both sides to implement the earlier signed cease-fire agreement and resolve differences through peaceful dialogue.",2014-04-17,Bentiu,9.231487,29.8005027,10450,Rubkona,False,False,False,True
"The article discusses South Sudan's government accusing 'enemies of peace' and regional stability of sabotaging improving relations with the government of neigbouring Sudan. The South Sudanese army accuses rebels led by former vice-president Riek Machar of being trained at camps inside Sudan. The Sudan Armed Forces (SAF) denies these claims. South Sudan's foreign affairs and international cooperation minister, Barnaba Marial Benjamin, stresses that war between the two countries would destabilise the entire region. The article also highlights that South Sudan accuses Sudan of attacking their oil-rich border regions and that rebels are in full control of Bentiu.",2014-04-19,Bentiu,9.231487,29.8005027,10462,Rubkona,True,True,True,True
"The article discusses the capture of Bentiu town in Unity State of South Sudan by rebel forces, resulting in forced disappearances and mass killings of civilians. Several sources report incidents of killings at a mosque, churches, and hospital, with an estimated death toll ranging from hundreds to more than 370 people. Darfurian traders were among the victims, and there are reports of survivors being forcibly removed from hospitals by the parties to the conflict. UNMISS is protecting over 12,000 civilians in their base, and aid organizations are deeply concerned about the situation. ",2014-04-17,Bentiu,9.231487,29.8005027,10467,Rubkona,True,True,True,True
"The article discusses the United Nations Mission in South Sudan accusing opposition forces in Bentiu, South Sudan of carrying out targeted killings, including of children, and committing ""vengeful sexual violence"" against women after they captured the town last week from government troops. Several Nuer men, women and children who were hiding at Bentiu hospital during the fighting were killed because they failed to join other Nuers who had gone out to cheer as the opposition forces entered the town. Members of other South Sudanese communities and Darfuris were also targeted and killed at the hospital. People were also singled out and killed for their ethnicity and nationality at a mosque, a Roman Catholic church and the World Food Program compound in Bentiu. UNMISS also said individuals associated with the opposition have been using an FM station in Bentiu to broadcast hate speech. Following the fighting, the number of civilians seeking protection in UNMISS base in Bentiu swelled from around 7,000 to more than 12,000.",2014-04-21,Bentiu,9.231487,29.8005027,10470,Rubkona,True,True,True,True
"The article discusses the recent violence in South Sudan's Unity and Jonglei states, where hundreds of civilians were killed in ethnically motivated attacks. The African Union has condemned the attacks and called for both sides to investigate and bring those responsible to justice. The conflict has violated the January ceasefire agreement and taken on disturbing ethnic dimensions, with loyalties dividing along tribal lines. The AU Commission of Inquiry on South Sudan has begun its first field mission to investigate human rights violations and achieve sustainable peace and security in the region.",2014-04-22,Bentiu,9.231487,29.8005027,10471,Rubkona,True,True,True,True
"The article discusses the Sudanese government's denouncement of the killing of Sudanese nationals in Bentiu, after South Sudanese rebels took control of the Unity state capital earlier this month. Sudan further accuses Juba of using Sudanese rebel groups in its fight against rebels allied to former vice-president Riek Machar, in violation of security agreements signed between the two countries. The Sudanese foreign ministry rejects claims that civilians were mistakenly killed because Machar's forces thought they belong to Darfur rebel groups which fight alongside president Salva Kiir's forces. More than 200 civilians were reportedly killed and over 400 wounded in Bentiu Mosque when the town changed hands on 15 April. The rebels commander admitted to killing of armed Sudanese nationals who were fighting alongside president Salva Kiir's forces and Juba was accused of harbouring and using Sudanese armed groups in its ongoing fight against Machar's forces.",2014-04-23,Bentiu,9.231487,29.8005027,10473,Rubkona,True,True,True,True
"The article discusses the closure of some Kenya Commercial Bank branches due to the ongoing violence in parts of South Sudan, specifically in Bentiu, Bor, and Malakal including the Malakal UN Mission. The closure is because the security situation is being monitored. Cooperative Bank Kenya's branch is still operating normally in Juba despite subdued activity. CIC Insurance group's operation in Juba has not been affected, but demand for political risk covers is increasing. South Sudan has yet to ratify its treaty with Africa Trade Insurance, leading to the company rejecting major companies seeking covers for their businesses in South Sudan.",2014-04-24,Bentiu,9.231487,29.8005027,10474,Rubkona,True,True,True,True
"The article discusses the disturbing events taking place in South Sudan where civilians seeking protection and shelter are celebrating the recapture of Bentiu despite the violence and victimization of non-Nuer civilians and foreign nationals. The article also highlights the lack of condemnation from the international community towards the actors in Bentiu, and the necessity to engage with the affected communities to prevent an escalation of violence. The author emphasizes the urgency to prevent further damage to South Sudan and calls for action to avoid falling into an abyss.",2014-04-21,Bentiu,9.231487,29.8005027,10475,Rubkona,True,True,True,True
"The article discusses the ongoing conflict in South Sudan, particularly in Bentiu and Mayom which have fallen to rebel forces. The South Sudan army believes it's a matter of time before they regain control of these areas while the rebels seek to shut down government oil production. The conflict has resulted in a sharp rise in the number of South Sudanese seeking shelter at U.N. facilities and the international community warns of famine if the fighting is not stopped immediately and aid allowed to get through to people in need.",2014-04-22,Bentiu,9.231487,29.8005027,10476,Rubkona,True,True,True,True
"The article discusses the retaking of several South Sudanese towns including Bentiu by the SPLM/SPLA Youth League and freedom fighters, with Maj-General James Koang Chuol leading the tactical field operations. They call for President Salva Kiir to step down and for a country that treats everyone equally. The article also condemns the intentional killing of innocent civilians at the UNMISS base in Bor and offers support to the freedom fighters.",2014-04-22,Bentiu,9.231487,29.8005027,10482,Rubkona,True,True,True,True
"The article discusses the United Nations' condemnation of the targeted killings of civilians based on ethnicity or nationality in Bentiu, the capital of oil-producing Unity State in South Sudan. Rebels have killed hundreds of people in the city's Kali-Ballee mosque, Bentiu Hospital, a Catholic church, and an abandoned UN World Food Programme compound, separating individuals of certain nationalities and ethnic groups and escorting them to safety while killing others. The rebels are largely Nuer, while the troops fighting on the side of President Salva Kiir are Dinka. The capture of Bentiu and attack on the UN compound are believed to constitute war crimes.",2014-04-21,Bentiu,9.231487,29.8005027,10483,Rubkona,True,True,True,True
"The article discusses ongoing fighting in several states of South Sudan, and the recent accusations by the UN that rebels killed hundreds of civilians in the town of Bentiu. The rebels deny the allegations and blame the government and their allies for the killings. The conflict has an ethnic dimension, pitting President Salva Kiir's Dinka tribe against militia forces from the Nuer people loyal to sacked vice president Riek Machar. Peace talks are scheduled to restart later this month in Addis Ababa, Ethiopia.",2014-04-22,Bentiu,9.231487,29.8005027,10484,Rubkona,True,True,True,True
"The article discusses how rebels in Bentiu, South Sudan killed more than 200 and wounded over 400 people of certain nationalities and ethnic groups after seizing the town from government troops on April 15. The rebels also killed several people at a Catholic church and World Food Program compound after asking them to identify their ethnicity. The UN mission condemned the killings and is protecting 22,000 civilians at a local compound.",2014-04-21,Bentiu,9.231487,29.8005027,10486,Rubkona,True,True,True,True
"The article discusses a recent massacre in Bentiu, South Sudan, showing graphic images of the bodies on the front page. The conflict is an intertribal one with the Dinka and Nuer communities. Hate speech was broadcasted on a local radio station, leading to the death of hundreds of civilians. The world needs to act now to prevent another genocide from occurring.",2014-04-23,Bentiu,9.231487,29.8005027,10490,Rubkona,True,True,True,True
"The article discusses accusations by South Sudanese government officials that rebels loyal to former vice-president Riek Machar committed mass killings, looting, and destruction of infrastructure in Bentiu, Unity state capital. The rebels are accused of committing atrocities against innocent civilians, including members of their own community, and specifically targeting ethnic and national groups. The United Nations called for a full investigation of the atrocities, while the rebels denied targeting civilians and accused the government of fabricating the allegations.",2014-04-21,Bentiu,9.231487,29.8005027,10491,Rubkona,True,True,True,True
"The article discusses the disputed claims made by the minister of information in South Sudan regarding the UN Mission's response to the recent clashes between government forces and rebels in the town of Bentiu, located in Unity state. The article highlights the UN Mission's statement that it did not turn away any civilians seeking protection and instead sheltered thousands of them at its base in the north of Bentiu. The article also reports on the alleged targeting of civilians and hate speech broadcast on local radio during the latest outbreak of ethnic violence, which has shattered a January ceasefire deal.",2014-04-23,Bentiu,9.231487,29.8005027,10494,Rubkona,True,True,True,True
"The article discusses the African Union Commission of Inquiry on South Sudan's visit to South Sudan to investigate human rights abuses in the country's conflict. The article highlights continuing violence and clashes, including targeted ethnic killings in Bentiu and an armed mob attack in Bor killing civilians. Members of the commission will meet with both sides of the conflict, UNMISS head, church groups, and civil society. The article also mentions the resumption of peace talks led by the Intergovernmental Authority on Development in Addis Ababa.",2014-04-22,Bentiu,9.231487,29.8005027,10498,Rubkona,True,True,True,True
"The article discusses how South Sudanese rebels are denying allegations of killing Sudanese traders, particularly from Darfur region, during their recapture of the oil-rich state capital of Bentiu from government troops. The rebels assert that there were no Sudanese civilians or traders in Bentiu by the time they arrived, but admit to killing armed Sudanese nationals who were fighting alongside President Salva Kiir's forces. The rebels also accuse JEM and its armed militias called Torabora of interfering in the conflict, and demand the withdrawal of the Ugandan People's Defense Force as a precondition for a political settlement with Salva Kiir's government.",2014-04-20,Bentiu,9.231487,29.8005027,10499,Rubkona,True,True,True,True
"The article discusses the recent killings and attacks on civilians in Bentiu and Bor, South Sudan by fighters aligned with rebel leader Riek Machar. These attacks apparently targeted individuals based on their ethnicity and nationality, and resulted in the deaths of hundreds of innocent civilians. Bulldozers have buried the dead in mass graves, and the number of people seeking protection at the United Nations camp in Bentiu has grown from 8,000 to more than 22,000 in only two weeks. The article calls on both President Kiir and Riek Machar to condemn attacks on civilians and ensure that perpetrators of violence on both sides are brought to justice.",2014-04-23,Bentiu,9.231487,29.8005027,10502,Rubkona,True,True,True,True
"The article discusses the possibility of imposing sanctions on South Sudan following an escalation in deadly violence. The U.N. peacekeeping chief urged for 'serious consequences' for spoilers to the peace process, after a recent massacre of civilians and an attack on a U.N. compound. The U.N. has nearly 8,500 peacekeepers in South Sudan and has requested more to help stop the violence. The U.N. mission has shifted its focus to protecting civilians, providing humanitarian access, human rights, and supporting the regional mediation process under IGAD. Fighting has killed thousands and displaced over 1 million South Sudanese.",2014-04-23,Bentiu,9.231487,29.8005027,10503,Rubkona,True,True,True,True
"The article discusses South Sudan's call for Sudan to prevent armed groups from using its territory to launch attacks against South Sudan. South Sudan expressed concern that armed groups including the Janjaweed and the Messeriya cross the border into South Sudan to launch attacks on its citizens and oil fields. The foreign minister of South Sudan, Barnaba Mariel Benjamin, says ongoing communication between South Sudan President Salva Kiir and Sudanese President Omar Hassan Al-Bashir will prevent the 'enemies of peace and regional stability' from undermining the warming diplomatic relations between Juba and Khartoum. Sudan denies the allegation of interfering in South Sudan's internal affairs.",2014-04-20,Bentiu,9.231487,29.8005027,10506,Rubkona,False,False,False,True
"The article discusses the killing of over 200 civilians and injuring of 400 more at Bentiu Mosque in Unity state, South Sudan by opposition forces. The acts are condemned by the United Nations Mission in South Sudan (UNMISS) and are said to be based on the victims' ethnic origins and nationality. The UN has also accused the SPLA in Opposition of killing hundreds of South Sudanese and foreign civilians after determining their ethnicity or nationality. The fighting is between soldiers aligned with former vice president Riek Machar and President Salva Kiir and is often seen as pinning President Kiir's Dinka tribe against Machar's Nuer. Both sides have been accused of committing atrocities.",2014-04-21,Bentiu mosque,9.231487,29.8005027,10507,Rubkona,True,True,True,True
"The article discusses how opposition forces in Bentiu, South Sudan killed hundreds of civilians based on their ethnicity or nationality. The killings included attacks on a hospital, mosque, and church, and a UN World Food Programme compound. The United Nations Mission in South Sudan (UNMISS) strongly condemned the killings and urged the opposition Sudan People's Liberation Army (SPLA) forces and the Government troops to respect the Cessation of Hostilities Agreement they signed in January.",2014-04-21,Bentiu,9.231487,29.8005027,10508,Rubkona,True,True,True,True
"The article discusses the massacre of innocent civilians in Bentiu by fighters aligned with rebel leader Riek Machar, which also involved hate speech broadcast on local radio. The article also mentions the armed attack at the UN Mission in South Sudan site in Bor that killed and injured civilians. It calls for accountability for the perpetrators of violence and an end to the cycle of violence in South Sudan.",2014-04-22,Bentiu,9.231487,29.8005027,10514,Rubkona,True,True,True,True
"The article discusses the United Nations condemning the targeted killings of civilians in Bentiu, where rebel gunmen killed 'hundreds' of civilians, and the South Sudan army losing communication with commanders fighting rebels in Unity state. At least 48 people were killed in an attack by gunmen on a UN peacekeeping base in the flashpoint town of Bor, and more than one million people are at risk of famine in the war-torn country.",2014-04-21,Bentiu,9.231487,29.8005027,10518,Rubkona,True,True,True,True
The article discusses rebels in South Sudan denying U.N. accusations of killing hundreds of people in Bentiu after taking control of the small town. The U.N. Mission in South Sudan reported that over 200 civilians were killed and 400 were wounded at a local mosque. Ethnic violence and clashes between rebels and government forces have killed thousands and displaced an estimated one million from their homes. Peace talks in Ethiopia have made little progress.,2014-04-22,Bentiu,9.231487,29.8005027,10524,Rubkona,True,True,True,True
"The article discusses the Chairperson of the Commission of the African Union expressing deep concern over the deteriorating security and humanitarian situation in South Sudan. She strongly condemns the deliberate attacks on civilians in Bentiu and Bor, where over 200 and 40 people respectively were reportedly killed. The attacks occurred amid efforts to facilitate the implementation of the Cessation of Hostilities Agreement between the Government of the Republic of South Sudan and Sudan People's Liberation Movement/Army (SPLM/A - in opposition). The Chairperson reminds both parties of their responsibility to fully abide by the Agreements they signed and their obligation regarding the protection of all civilians, including those who are under the protection of the UN. She urges both parties to fully cooperate with the IGAD-led Monitoring and Verification Mechanism to investigate these attacks and to bring their perpetrators to justice, and take seriously the upcoming political negotiations to resolve their dispute.",2014-04-22,"Bentiu, Unity State",9.231487,29.8005027,10526,Rubkona,True,True,True,True
"The article discusses the killings that occurred in Bentiu, the capital of South Sudan's Unity state, where rebel forces overran Bentiu in mid-April. The death toll is believed to be in the hundreds with over 200 killed and 400 wounded when rebel forces entered a mosque in Bentiu sheltering civilians. The rebels have reportedly segregated individuals on the basis of their ethnicity, and then escorted some to safety and killed the rest. Several men, women, and children were killed for hiding inside Bentiu hospital. Individuals from other South Sudanese communities, as well as Darfuris, were specifically targeted and killed at the hospital. The White House issued a strongly worded statement condemning the attacks.",2014-04-23,Bentiu,9.231487,29.8005027,10531,Rubkona,True,True,True,True
"The article discusses the capture of Bentiu, a town in South Sudan, by rebels led by Riek Machar and the subsequent killing of more than 200 civilians. The rebels deny responsibility. The town is described as a metaphor for the problems in South Sudan, with the pursuit of power and oil compromising the lives of civilians.",2014-04-22,Bentiu,9.231487,29.8005027,10534,Rubkona,True,True,True,True
"The article discusses the killing of hundreds of civilians by rebels in Bentiu, a city in Unity State, South Sudan. The rebels hunted down men, women, and children who had sought refuge in a hospital, mosque, and Catholic Church. The fighting has exacerbated ethnic tensions between President Salva Kiir's Dinka people and his sacked vice-president Riek Machar's Nuer. The UN strongly condemned the targeted killings and the use of hate speech.",2014-04-22,Bentiu,9.231487,29.8005027,10535,Rubkona,True,True,True,True
"The article discusses Secretary Kerry's call with South Sudanese President Kiir expressing grave concern about the ongoing conflict in South Sudan, including recent violence in Bentiu and Bor and the deliberate targeting of civilians by armed groups on both sides of the conflict. Secretary Kerry urged President Kiir to stop military offensives and to adhere to the Cessation of Hostilities agreement, and noted U.S. demands that anti-government forces do the same. Both Secretary Kerry and President Kiir expressed their support for the IGAD-led peace process.",2014-04-26,Bentiu,9.231487,29.8005027,10542,Rubkona,True,True,True,True
"The article discusses the United Nations Security Council's consideration of imposing sanctions on South Sudan's warring parties if attacks against civilians continue, following an ethnically motivated massacre in Bentiu and the killing of dozens of internally displaced people (IDPs) who were sheltering at a UN base in Jonglei state capital Bor. The violence has shattered a January ceasefire deal aimed at ending hostilities which erupted in mid-December last year amid escalating political tensions between president Salva Kiir and his sacked former deputy Riek Machar. Both the US and EU have already threatened South Sudan with sanctions, while French UN ambassador Gerard Araud has indicated that UNSC member states are likely 'ready to go down the road of sanctions'.",2014-04-24,Bentiu,9.231487,29.8005027,10549,Rubkona,True,True,True,True
"The article discusses the use of radio stations in South Sudan to incite ethnic hatred and violence, particularly in the town of Bentiu where rebels took over a local FM station and broadcasted hate messages declaring certain ethnic groups should not stay in Bentiu. The UN protested against the use of radio to promote violence and hate. The conflict has also resulted in the targeting of Darfuris and non-Nuer civilians who were deliberately murdered by rebels. The article also touches upon the media environment in South Sudan and how independent journalism is being suppressed by the government and affected by the ongoing conflict.",2014-04-24,Bentiu,9.231487,29.8005027,10558,Rubkona,True,True,True,True
"The article discusses the dismissal of South Sudan's army chief, General James Hoth Mai, and intelligence chief, General Paul Mach, by President Salva Kiir. The changes in leadership are said to be a normal routine in the army and have nothing to do with the rebel takeover of Bentiu in Unity State. Information Minister Michael Makuei emphasized that the government will continue to respect the Cessation of Hostilities Agreement signed with the rebels in Ethiopia in January, but warned that the government has the constitutional requirement to defend and protect the people of South Sudan in case the rebels violate the agreement again.",2014-04-24,Bentiu,9.231487,29.8005027,10565,Rubkona,False,False,False,True
"The article discusses Secretary Kerry's call with South Sudanese President Salva Kiir regarding the ongoing conflict in South Sudan, recent violence in Bentiu and Bor, the release of political officials, and the need to adhere to ceasefire agreements and allow access for international organizations such as the UN Mission in South Sudan.",2014-04-26,Bentiu,9.231487,29.8005027,10572,Rubkona,True,True,True,True
"The article discusses the claim made by South Sudanese rebels under the leadership of former vice-president Riek Machar that its fighters had killed and wounded dozens of Sudanese rebels fighting alongside the government after fresh clashes in Unity state. The Darfur-based Justice and Equality Movement (JEM) suffered heavy losses, with 69 members killed, including senior commanders. Rebel forces under the command of Col. Keerdol Thong and the 4th division's elite unit under overall command of Unity state military governor Maj. Gen. James Koang Chuol emerged victorious following a three-hour battle in Manga village between Parieng county and Unity junction.",2014-04-25,"Manga village, Parieng county, Unity state",9.316765,29.7910958,10574,Rubkona,True,True,True,True
"The article discusses the accusations made by Sudan's rebel Justice and Equality Movement (JEM) against the foreign minister, Ali Karti, for instigating the killing of Sudanese civilians in South Sudan. The UN Mission in South Sudan (UNMISS) confirmed that more than 200 civilians had been killed and over 400 wounded at a Bentiu mosque after the town was captured by rebel forces. The article also mentions accusations made by Sudan's foreign ministry against Juba of using Sudanese rebel groups in its fight against rebels allied to former vice-president Riek Machar, and JEM's allegations that Karti had falsely accused them of participating in fighting in Libya during the revolution which led to the killing of Sudanese civilians and black Africans.",2014-04-25,Bentiu,9.231487,29.8005027,10576,Rubkona,True,True,True,True
"The article discusses the urgent U.N. Security Council meeting on the situation in South Sudan, where U.S. Ambassador Samantha Power called for sanctions against those who target civilians or act as political spoilers. The meeting reviewed pictures of a massacre in Bentiu, where rebels allegedly killed hundreds of people based on their nationality or ethnic origin. The U.N. has nearly 8,500 peacekeepers in the country and has reported a deadly attack on its base in Bor. Both sides in South Sudan's conflict are using a military approach, with ethnic violence and clashes causing the displacement of more than 1.1 million people from their homes. Peace talks in Ethiopia have made little progress.",2014-04-24,Bentiu,9.231487,29.8005027,10577,Rubkona,True,True,True,True
"The article discusses the sacking of army commander Gen James Hoth Mai by President Salva Kiir following the fall of Bentiu in South Sudan. The replacement Paul Malong is accused of atrocities during the fighting in Juba. The civil war between north and south lasted 50 years. The UN has called for sanctions against both sides in South Sudan and Kenya is urged to take the lead in imposing personal sanctions on Salva, Machar and their close associates. The families of many South Sudan leaders stay in Nairobi where they have their homes, families and bank accounts. Igad is still pushing peace talks in Addis Ababa but they have not achieved much.",2014-04-25,Bentiu,9.231487,29.8005027,10579,Rubkona,True,True,True,True
"The article discusses how the United States has asked South Sudan to immediately halt their military offensive against armed opposition groups and accelerate talks to end the ongoing conflict. The US Secretary of State John Kerry spoke with President Salva Kiir to express grave concern about the ongoing conflict, including recent violence in Bentiu and Bor, and to welcome the decision of the government to release the four former detainees in detention since December. Both parties expressed their support for the IGAD-led peace process as well as the important role played by the United Nations mission in the country (UNMISS) and denounced recent attacks on their bases and personnel.",2014-04-27,Bentiu,9.231487,29.8005027,10580,Rubkona,True,True,True,True
