summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name
"The article discusses the UN's World Food Programme's plans to expand emergency programs in South Sudan to reach 3.2 million people facing severe hunger, particularly in several counties in Unity State. The latest analysis finds that food insecurity is deepening to alarming levels in areas isolated by conflict, and unless adequate humanitarian assistance can be delivered, famine will become a serious risk in some areas later this year. WFP currently has a funding shortfall of $261 million and is using airlifts and airdrops in remote, hard-to-reach areas because of severe challenges such as looting and continued fighting.",2014-05-10,Unity State,8.9277211,29.7889248,10803,Koch
"The article discusses the challenges to the cease-fire signed on May 9, 2014 by leaders in South Sudan, specifically the inadequate communication and command within the Sudan People's Liberation Army/In Opposition (SPLA/IO) and the division of military forces along ethnic lines. There are reports of fighting in and around Bentiu on May 11, 2014. The article also questions the readiness of monitoring and verification mechanisms and criticizes the lack of urgent international commitment to effective monitoring.",2014-05-11,Bentiu,9.231487,29.8005027,10821,Rubkona
"The article discusses accusations of breach of Addis Ababa agreement between the rebel SPLM-In-Opposition and South Sudanese army, with both parties accusing each other of launching attacks in Unity and Upper Nile states. The SPLA denies the accusations and states that rebel forces are attacking their positions. The ceasefire agreement signed on Friday between the two parties is to be observed, according to the SPLA spokesperson.",2014-05-11,Unity state,8.9277211,29.7889248,10829,Koch
"The article discusses the threats to the cease-fire signed on May 9, 2014 by Salva Kiir and Riek Machar in South Sudan, including inadequate command and control by the SPLA/In Opposition and uncertainties around Riek Machar's leadership. There are reports of fighting in and around Bentiu in Unity State on May 11, 2014, just two days after the ceasefire agreement. The article also raises questions about the readiness and effectiveness of UNMISS and the IGAD Monitoring and Verification Mechanism, as well as the lack of urgent international commitment to rapid and effective monitoring. Without effective, timely monitoring, the cease-fire is unlikely to hold.",2014-05-11,Bentiu,9.231487,29.8005027,10838,Rubkona
"The article discusses the postponement of presidential elections in South Sudan amid severe ethnic-based violence resulting from a top political power struggle. Troops loyal to South Sudanese President Salva Kiir, an ethnic Dinka, and rebel fighters loyal to his former deputy, Riek Machar, an ethnic Nuer whom Kiir dismissed last July, have been embroiled in largely ethnic-based violence since December. The conflict has seen the army divide along ethnic lines, resulting in thousands of people being killed and a million people forced to flee their homes. Both sides have accused each other of violating a ceasefire agreement, dashing hopes of peace. Machar called for elections to be held next year as originally planned, with the establishment of a federal government. Elections are set to take place in various locations in South Sudan.",2014-05-12,Bentiu,9.231487,29.8005027,10841,Rubkona
"The article discusses the ongoing conflict and fragile cease-fire agreement in South Sudan. Both sides, led by President Salva Kiir and rebel leader Riek Machar, have accused each other of violating the agreement shortly after it was made. The conflict has taken on an ethnic dimension, with violence between different groups escalating. The humanitarian situation is also worsening, with millions in need of food aid and little access due to the fighting. The next step is to establish a transitional government to guide the country to free and fair presidential elections in 2015.",2014-05-12,Bentiu,9.231487,29.8005027,10843,Rubkona
"The article discusses accusations made by South Sudanese rebels that the national army and its allied mercenaries continue to attack their positions in Unity state, particularly in Rubkotna county and the oil hub town of Bentiu. The rebels have stated that the attacks have violated a peace agreement signed by rival leaders, and have demanded that both sides cease attacking one another. The conflict has resulted in the displacement of over a million people and a looming humanitarian catastrophe in the country.",2014-05-09,Rubkotna county,9.3297456,29.6962677,10844,Rubkona
"The article discusses clashes and heavy military presence in Bentiu, Unity State, causing delay in aid supplies and hampering humanitarian access. Clashes were also reported in Akobo County, Jonglei State. Over 1.3 million South Sudanese have been displaced and 4 million people are facing acute food insecurity.",2014-05-16,"Bentiu, Unity State",9.231487,29.8005027,10879,Rubkona
"The article discusses a report issued by Human Rights Watch and the Safeguarding Health in Conflict Coalition, which highlights the increasing number of attacks against health workers, patients, and facilities in countries undergoing conflict or civil unrest globally. The attacks include killings of polio vaccination workers in Pakistan and Nigeria, shootings of patients by opposition forces in South Sudan, and the burning and looting of hospitals and clinics in several locations. The attacks have led to the shutdown of some hospitals and clinics, leaving thousands of people without access to healthcare. The report lists dozens of such attacks, abductions, and killings of health workers in Afghanistan. The report calls for international attention, better security for health workers, and the repeal of laws criminalizing the provision of care to protesters.",2014-05-16,Bentiu,9.231487,29.8005027,10883,Rubkona
"The article discusses Sudan's call for warring parties in South Sudan, specifically in Unity and Upper Nile states, to abide by ceasefire agreements and allow humanitarian access to affected civilians. There are accusations from both Juba and Khartoum of supporting rebels, with Washington accused of taking sides. The US administration considers imposing further sanctions if the conflict persists.",2014-05-15,Unity state,8.9277211,29.7889248,10885,Koch
"The article discusses the UN Mission in South Sudan urging the country's authorities to respect the Status of Forces Agreement (SOFA) they both signed after its patrol was reportedly stopped by the South Sudanese (SPLA) in Unity state's capital, Bentiu on Saturday. The mission also expressed concerns over the rising tensions in and around the protection of civilians site in Bentiu and violence in Abukhadra, close to Renk. The article also mentions the UN mission recently condemned looting of its medical equipment and supplies in Unity state, and the United Nations launching a massive operation to help 3.2 million people, but is reportedly $781 million short of the $1.27 billion urgently needed by mid of this year.",2014-05-16,Bentiu,9.231487,29.8005027,10893,Rubkona
"The article discusses South Sudan's warring parties accusing each other of failing to exert full control of their respective armies after signing a cessation of hostilities agreement to end the country's five-month old conflict. The defence minister accused the opposition forces of not being under Riek Machar's command, while South Sudan's information minister stated that the government would only negotiate with opposition led by Machar if they were satisfied with the implementation of last week's ceasefire agreement. Analysts and observers have said that both sides would face challenges in implementing the deal, with some questioning whether the Uganda troops, currently fighting alongside president Kiir's forces would adhere to the ceasefire agreement.",2014-05-13,"Unity state's capital, Bentiu",9.231487,29.8005027,10908,Rubkona
"The article discusses the looting of medical equipment and supplies belonging to the United Nations in Unity state, South Sudan. The UN mission strongly condemned these actions and called on all parties involved in the conflict to respect its properties. Additionally, there were reports of heavy deployment of government and pro-government forces in both Unity state and Juba, despite a ceasefire agreement. The UN is currently providing protection to over 32,000 civilians in Juba and constructing new sites to host displaced people.",2014-05-14,Bentiu,9.231487,29.8005027,10917,Rubkona
"The article discusses the involvement of Sudanese armed groups in the South Sudanese conflict, particularly in the recapture of Unity state Bentiu, where over 200 Sudanese were killed. Both sides accuse the other of using Sudanese militiamen in the fighting. The state minister at Sudan's foreign ministry considers this involvement a threat to national security and reports thousands of Sudanese nationals killed in the conflict. The conflict also has roots in old civil war relations between different groups from both Sudan and South Sudan.",2014-05-20,Unity state,8.9277211,29.7889248,10935,Koch
"The article discusses the humanitarian crisis in South Sudan and the efforts being made to address it, including recent pledges of 600 million USD in aid. There are over 1 million internally displaced persons and 350,000 refugees in neighboring countries. Donors at the Oslo Conference pledged another 600 million USD, but more funding is needed. The crisis is characterized by food insecurity, malnutrition, cholera, and logistical difficulties. The Danish Refugee Council is working to provide emergency relief and expand their operations, but emphasizes the need for additional contributions. South Sudan has been facing conflict and displacement since gaining independence from Sudan in 2011.",2014-05-28,Bentiu,9.231487,29.8005027,11007,Rubkona
"The article discusses the Security Council's adoption of a resolution renewing the mandate for the UN peacekeeping mission in South Sudan with a focus on protecting civilians, monitoring and investigating human rights abuses, and facilitating delivery of humanitarian assistance. The resolution also includes an increased troop level and support from the Intergovernmental Authority on Development (IGAD). The article highlights the escalating ethnic violence and lack of political agreement in South Sudan, leading to displacement, potential famine, and economic instability. The United States has provided significant humanitarian assistance, but calls for political leaders to prioritize a lasting peace through inclusive national dialogue.",2014-05-27,Bentiu,9.231487,29.8005027,11038,Rubkona
"The article discusses how men in uniform are occupying at least 30 schools in five different states in South Sudan, preventing around 120,000 children from getting an education. Both pro- and anti-government forces are involved, and the United Nations is appealing to the Ministry of Defense and leaders of armed forces to refrain from using schools, hospitals, or any places where social services are urgently needed.",2014-06-03,Unity state,8.9277211,29.7889248,11088,Koch
"The article discusses the agreement between South Sudanese President Salva Kiir and rebel leader Riek Machar to create a transitional national unity government within 60 days, backed up by the threat of sanctions from regional neighbors. The conflict between their respective forces, which started as a power struggle, escalated into an ethnic conflict, with fears of genocide. The mediators from the 8-nation East African regional bloc known as the Intergovernmental Agency for Development (IGAD) threatened the two sides with sanctions if they didn't cease all military operations in the conflict. The deal also binds the two sides to permitting unhindered humanitarian access to the hundreds of thousands of people who have fled their homes since the fighting began in December. The United Nations has been warning that four million people could be on the brink of starvation by the end of the year.",2014-06-11,Bentiu,9.231487,29.8005027,11195,Rubkona
"The article discusses the alarming number of deaths caused by preventable diseases and severe acute malnutrition among the estimated 45,000 people seeking refuge at a UN base in Bentiu, South Sudan due to relentless violence in Unity State. Recent flooding has left the area without enough clean water or sanitation facilities and medical reports show that at least three children under 5 years old are dying per day within the Bentiu Protection of Civilians sites. MSF warns of the urgent need for a rapid increase in water supplies, hygiene promotion and latrine construction to avert a catastrophe. Hostilities make it impossible to use the roads safely. MSF appeals to aid organizations to improve conditions and on armed groups to allow aid to travel freely on the roads.",2014-06-19,Bentiu,9.231487,29.8005027,11271,Rubkona
"The article discusses how Doctors without Borders (MSF) in South Sudan, Central African Republic, Syria and Somalia have become targets of militant attack, resulting in the deaths of MSF staff members and patients. MSF had to withdraw their staff from Somalia after 22 years due to safety concerns, as the only medical workers in many parts of Somalia came from MSF. MSF always works without armed protection and sees neutrality as the only protection. The article also highlights the problem of humanitarian organizations being seen as direct partners of the state and the potential risks that come with it.",2014-06-18,Bentiu,9.231487,29.8005027,11285,Rubkona
"The article discusses the dire situation faced by about 45,000 people seeking refuge in the United Nations base in Unity state capital due to preventable diseases and severe acute malnutrition. The number of people seeking protection at the base has increased almost tenfold in the last two months due to violence in Unity State, and flooding has left the area without enough clean water or sanitation facilities. Medical reports from the camp also show that at least three children under 5 years were dying per day within Bentiu's protection of civilians sites.",2014-06-20,Unity State,8.9277211,29.7889248,11312,Koch
"The article discusses increased health, nutrition, water and sanitation services for over 40,000 people in the UN base in Bentiu, Unity State where the under-five mortality rate remains above the emergency threshold. Meanwhile, nearly 2,200 cholera cases have been reported with the number of cases rising quickly in Eastern Equatoria State. The UN Central Emergency Response Fund has allocated US$3.5 million to the cholera response and close to 640,000 people in remote areas have been reached by rapid response operations since March.",2014-06-26,Bentiu,9.231487,29.8005027,11362,Rubkona
"The article discusses the Unity state students' union members in Uganda who backed the proposed federal system of governance in South Sudan. The union passed a resolution in support of federalism, stressing that federalism would strengthen the country's 10 states through proper constitutional amendments and give other minority tribes the voice for representation in the national government. The students also criticized South Sudan's current transitional constitution, which they described as a mess and called for federalism, which they believe will ensure equitable resource distribution in all states.",2014-06-24,Unity state,8.9277211,29.7889248,11372,Koch
"The article discusses how the United Nations World Food Programme is struggling to get supplies to people in South Sudan due to flooded roads, fighting and looting. The WFP estimates that more than 4,600 metric tons of food has been lost through looting in several locations. The country is being pushed towards a 'hunger catastrophe.' WFP needs $419 million to help the 2.9 million people it planned to assist by the end of 2014. There is an urgent need for the remainder of the $1.8 billion in the revised humanitarian appeal to come in. There are concerns that famine could be declared in September.",2014-07-04,Unity State,8.9277211,29.7889248,11422,Koch
"The article discusses the support of church leaders and women's groups in South Sudan's Unity state for the implementation of a federal system of government, with the hope of ending conflict, guaranteeing women greater participation in affairs, creating job opportunities, reducing crime, and addressing geographical tensions. Both a bishop from Evangelical covenant church of South Sudan in Upper Nile state and a Unity state MP spoke in favor of federalism. While the government has cautioned against ongoing debate on the matter, South Sudan's rebel faction is also demanding the introduction of a federal system.",2014-06-30,Unity state,8.9277211,29.7889248,11447,Koch
"The article discusses the dire situation in South Sudan on its third anniversary of independence, where more than 1.5 million people are displaced, famine is a growing concern, and over 4 million people are facing emergency food insecurity. The ongoing political turmoil and ethnic tensions, triggered by President Salva Kiir's sacking of his deputy Riek Machar, have exacerbated the situation. The UN has been able to reach only 10% of 675,000 children requiring treatment for malnutrition. The lack of funds for the humanitarian response is a growing concern, and $1.8 billion has been requested, of which only $808 million has been secured.",2014-07-09,Bentiu,9.231487,29.8005027,11464,Rubkona
"The article discusses the funding shortfall faced by major international aid agencies in providing humanitarian aid in South Sudan, where a political crisis turned violent has resulted in violence, hunger, and sickness. The agencies are expressing concern that without more funding soon, the risk of famine is increasing as the number of people in need of help rises. Nearly 4 million people in South Sudan face crisis or emergency levels of hunger, while over 1.5 million people have been forced to flee their homes due to fighting, including nearly 400,000 refugees in neighboring countries. The aid effort is being hampered by insecurity, poor roads, and a lack of funds, with some of the worst affected locations being Bentiu and Jonglei.",2014-07-09,Bentiu,9.231487,29.8005027,11498,Rubkona
"The article discusses the failure of South Sudan three years after gaining independence, including civil war, rampant death, suffering, and famine, with particular attention paid to the leadership of the country. The departing Special Representative of the Secretary General in South Sudan is cited as holding political leadership responsible for the plight of the South Sudanese. The author calls for a re-imagination of peace in South Sudan and collective work to set foundations for justice, national reconciliation, healing, and forgiveness. Punitive measures are suggested to end the conflict and restore normalcy, such as enforcing targeted sanctions, asset freezes, and traveling bans on conflict belligerents and their associates, and Security Council referrals of human rights abuses and mass atrocities to the ICC.",2014-07-09,Unity State,8.9277211,29.7889248,11508,Koch
"The article discusses the conflict and political division in South Sudan, with the nation marking 7 months of turmoil during its third independence anniversary. Both the government and rebel groups have failed to form an interim government despite ongoing negotiations, resulting in ongoing tribal violence, hunger, and disease. The article also highlights the growing trend among younger generations to eschew tribalism and encourage unity, with many refusing tribal markings and advocating for a unified nation. Despite the bleak situation, some South Sudanese remain optimistic about realizing their dream of building their nation.",2014-07-09,Bentiu,9.231487,29.8005027,11510,Rubkona
"The article discusses the deteriorating humanitarian crisis in South Sudan, which is currently Africa's worst crisis, with nearly 4 million - a third of the country's population - at risk of severe hunger and an aid effort that has only so far reached half of those in need. Malnutrition and sickness are rising, and an ever-increasing number of people are forced to flee their homes. Urgent funding is needed as 50,000 children could die from malnutrition if the aid effort does not increase. Appeals for money for the aid effort are failing, and the UN's $1.8bn appeal is less than half funded. The crisis is compounded by fighting which is seriously hampering the aid effort, and refugees who have managed to cross into neighboring countries are arriving weak and exhausted.",2014-07-09,"Bentiu, Unity State",9.231487,29.8005027,11528,Rubkona
"The article discusses accusations made by South Sudanese rebels from the SPLM/A in Opposition that government troops had launched fresh attacks on their defensive positions in Unity state, specifically in Mayom county at Gabaat and Athuoy military outposts. The rebels claimed that two fighters were wounded in the attack which occurred on Sunday at 5pm. Both sides have been accused of violating a ceasefire agreement signed in January in the Ethiopian capital, Addis Ababa. The report ends stating that both government and opposition forces have been engaging in fierce clashes in the remote villages of the Greater Upper Nile region since fighting erupted in South Sudan in mid-December last year after a political split in the ruling SPLM turned violent.",2014-07-14,Unity state,8.9277211,29.7889248,11537,Koch
"The article discusses clashes between South Sudanese government troops and rebel forces in Unity state, particularly in the areas of Panhiany and Thowmangor to the south of the state capital, Bentiu. Rebel forces claim to have killed 15 government troops, who were allegedly attempting to cattle raid during the incident. Rebels also accuse government troops of targeting civilians and failing to observe law and order. The conflict, which began due to political and tribal tensions, has pitted government troops loyal to President Kiir against rebel forces led by former vice-president Machar. Repeated violations of peace protocols have been reported in the region.",2014-07-14,Bentiu,9.231487,29.8005027,11561,Rubkona
"The article discusses the European Union's sanctions imposed on two South Sudanese army generals, Santino Deng and Peter Gadet, for their involvement in attacks violating the January ceasefire agreement. The South Sudanese government criticized the sanctions as unfair. The sanctions include travel bans and asset freezes, that apply in all 27 EU member countries. The US had also imposed similar sanctions. The victims in Bentiu were mistakenly targeted, and the actions are related to the ethnicities involved in the conflict. Many members of the South Sudanese elite have close family members settled in Europe and America, who could be affected by the sanctions.",2014-07-13,Bentiu,9.231487,29.8005027,11572,Rubkona
"The article discusses the South Sudanese government's irresponsible budget plan for 2014-2015 which relies heavily on an extraordinary increase in revenue, ignoring the realities of economic challenges. The budget plan banks on an increase in oil earnings from Unity state, despite a current total shutdown of oil production in the area, and a 35% increase in non-oil earnings. Additionally, the budget focus has shifted to spending on security and law enforcement, increasing from 47% to 56%, while health and education only received an 11% share of the budget. The humanitarian community in South Sudan has launched a $1.8bn crisis response plan to assist vulnerable people in the country by the end of the year. ",2014-07-18,Unity state,8.9277211,29.7889248,11610,Koch
"The article discusses evidence presented by SAS research group suggesting that SPLM-IO rebels in South Sudan may have received ammunition from Sudanese or outside groups during the civil war. SAS found two bullet casings with markings indicating they were manufactured in Sudan in 2014, after the civil war broke out. The article also mentions that South Sudan is under an arms embargo from the European Union and China recently sold $38 million dollars’ worth of missiles, arms, and ammunition to the government.",2014-07-25,Bentiu mosque massacre site,9.231487,29.8005027,11730,Rubkona
"The article discusses a demonstration by internally displaced people in Unity state, South Sudan, demanding improvements to facilities at a UN protection site after heavy flooding destroyed temporary shelters at the Rubkotna camp. The flooding has caused dire living conditions, with fears of waterborne diseases and a looming humanitarian catastrophe. The majority of the displaced people at the camp lost their homes due to conflicts between rebel and government forces since mid-December last year.",2014-07-27,Unity state,8.9277211,29.7889248,11756,Koch
"The article discusses the return of 227,000 internally displaced people to their homes in Unity, Jonglei and Western Equatoria states in South Sudan. The returnees are noted to be the most vulnerable, having lost everything due to the conflict. Severe flooding is posing a threat to those internally displaced and health and sanitation challenges persist, with latrines being destroyed by floods.",2014-08-02,Unity state capital Bentiu,9.231487,29.8005027,11794,Rubkona
"The article discusses the impact of heavy rains on Bentiu's Protection of Civilians (POC) camp in Unity State, South Sudan. The rain caused flooding, inadequate living and sanitation conditions, and difficulty in accessing basic services. Aid agencies worked to provide assistance, but were limited due to the ongoing rains and fighting which prevented movement of trucks. Concern Worldwide U.S. is one of the organizations involved in providing support to the affected population.",2014-08-01,Bentiu,9.231487,29.8005027,11802,Rubkona
"The article discusses the accusations made by South Sudanese rebels, led by former vice-president Riek Machar, that the government is planning an all-out offensive against their positions in the former greater Upper Nile region. The rebels claim that the government has divided the country into 'war zones,' with senior generals commanding separate forces to attack rebel positions in various regions. The rebels have published this plan to inform the South Sudanese people, the IGAD mediation team, IGAD countries, and the international community about the looming massive offensive operations against their positions in the Greater Upper Nile Region. The government forces in the three states will receive air support from the UPDF Air Force.",2014-08-02,Unity state,8.9277211,29.7889248,11815,Koch
"The article discusses the story of Peter Bothi, a storekeeper with the CARE South Sudan team in Bentui. Due to violence between government, opposition, and different factions, Peter and his family fled to the UN compound where he now maintains inventory records for the stocks from the clinic and office. Peter and his family are now living in a cramped homemade shelter with UNHCR plastic sheeting, sharing a latrine with at least two hundred other people. Despite the horrific living conditions, Peter is grateful for the food and basic health care that CARE and other international agencies provide, but the threat of cholera and famine looms over his community. The article concludes by emphasizing the need for support and action from the rest of the world to prevent the effects of a crisis that is not of these people's making.",2014-07-31,Bentui,9.231487,29.8005027,11840,Rubkona
"The article discusses the horrific living conditions of 40,000 people in a flooded United Nations compound in Bentiu, South Sudan, who are forced to stay due to the civil war that broke out last December. The camp is knee-deep in sewage and over one third of the residents are children under five years old. The inadequate supply of clean drinking water and latrines contribute to a constant burden of infection among children that live here, leading to at least one child dying every day. Civilians entering and exiting the camp are subjected to violence and harassment from armed men positioned outside the front gate. The current situation is untenable without improvements.",2014-08-08,Bentiu,9.231487,29.8005027,11922,Rubkona
"The article discusses the author's experience in Bentiu, a small town in South Sudan that has experienced fighting and massacres in the past six months. Approximately 50,000 people have fled to the United Nations peacekeeper compound in search of safety. The author describes the terrible living conditions, including flooding, polluted toilets, and the danger of diseases. Aid workers are racing against time to prevent the outbreak of diseases and provide necessary support.",2014-08-12,Bentiu,9.231487,29.8005027,11931,Rubkona
"The article discusses accusations made by South Sudanese rebels led by Riek Machar that the government of president Salva Kiir has violated a cessation of hostilities agreement and planted landmines in various locations in the Greater Upper Nile region. The rebels claim that government forces have been carrying out indiscriminate attacks, particularly in Unity State, resulting in civilian deaths. The rebels have also accused the government of planting landmines along routes used by civilians, causing the death of innocent people.",2014-08-13,Unity State,8.9277211,29.7889248,11938,Koch
"The article discusses the ongoing conflict in South Sudan which has resulted in war crimes and atrocities committed by both government and opposition forces against civilians, including ethnic killings, targeted killings of those who cannot flee, massive looting, and destruction. Human Rights Watch estimates that 1.5 million people have been forced from their homes and 10,000 have been killed. Médecins Sans Frontières reports a current population of 40,000 people in a flooded U.N. compound in Bentiu, where people cannot lay down and sleep standing with infants in their arms. The U.N. Security Council ambassadors are visiting South Sudan and neighboring countries this week.",2014-08-08,Bentiu,9.231487,29.8005027,11959,Rubkona
"The article discusses a letter addressed to Toby Lanzer, UN Humanitarian Coordinator, requesting the immediate relocation of civilians in Unity State and Bor due to the ongoing crisis in South Sudan. The letter describes the dire situation of the displaced persons and cites the UN Mission's mandates of protecting civilians, investigating human rights abuses, and creating conditions for the delivery of humanitarian assistance. Specific recommendations are made for the relocation of civilians to safe places in the country.",2014-08-09,Unity State,8.9277211,29.7889248,11963,Koch
"The article discusses the ongoing fighting in Unity state, particularly in Bentiu and Rubkotna county's Kaljak payam (district). Rebel forces led by Riek Machar are battling government troops and have accused the South Sudanese army of launching another offensive against their positions. The rebel spokesperson called on the international community to hold the South Sudanese government to account for ceasefire violations and atrocities committed against civilians. Despite the resumption of peace talks in Addis Ababa, the fighting continues, with both sides exchanging control of the oil hub capital of Bentiu.",2014-08-11,Bentiu,9.231487,29.8005027,11970,Rubkona
"The article discusses the dire situation in an overcrowded United Nations camp in Unity state, South Sudan, where about 40,000 civilians are currently living amidst floodwaters contaminated with sewage. The situation is expected to worsen with the coming rains, and there are high risks of waterborne diseases, especially for children under five years old who account for more than a third of the displaced population. The displaced were forced into the facility due to violence and harassment they reportedly faced from armed men positioned outside the UN gates. At least 10,000 people have been killed and 1.4 million displaced from their homes since the fighting broke out in South Sudan in December, with humanitarian agencies warning of famine facing the 4 million others who have not been able to farm at the onset of the rainy season this year.",2014-08-08,Unity state,8.9277211,29.7889248,11982,Koch
"The article discusses renewed fighting between government troops and rebels in South Sudan, particularly in the towns of Bentiu and Ayod. The conflict has caused a food crisis that the UN has deemed the 'worst in the world', and has persisted despite two peace deals signed this year. The situation is made worse by the fact that thousands of people have already been killed and over 1.5 million have fled.",2014-08-15,Bentiu,9.231487,29.8005027,11986,Rubkona
"The article discusses the accidental shooting of a 5-year-old boy at the UN camp in Bentiu during South Sudanese army celebrations marking the 59th anniversary of the Torit mutiny. The celebration involved firing guns in the air which caused panic among local residents and allegedly resulted in civilians, who were attempting to move from Rubkotna, being shot by pro-government forces. The SPLA's reasons for the celebration were questioned by many local residents.",2014-08-18,Bentiu,9.231487,29.8005027,11987,Rubkona
"The article discusses the detention of a news editor and shutdown of Bakhita Radio in South Sudan over a story about fresh fighting near Bentiu in Unity State. The government accused the editor of blaming its troops for the fighting, while the radio station claimed he was detained for balancing the news story. The South Sudan Union of Journalists deemed the detention unconstitutional, while the presidential spokesman claimed there were limits to the right of free speech. This incident is one among several that show media rights have been eroded in South Sudan since the conflict began.",2014-08-18,Bentiu,9.231487,29.8005027,11993,Rubkona
"The article discusses the outbreak of violence in Bentiu, the capital of Unity State in South Sudan, which forced approximately 340 civilians to seek shelter with UNMISS troops stationed at the nearest airport. The UN mission in South Sudan has condemned the violence and is now receiving the civilians into their base to protect them. The ongoing conflict between President Salva Kiir and his former deputy, Riek Machar, has displaced 1.5 million people and put more than 7 million at risk of hunger and disease. The UN Security Council has reiterated its readiness to impose sanctions against anyone who undermines the ongoing talks.",2014-08-15,Bentiu,9.231487,29.8005027,11998,Rubkona
"The article discusses the recent live gunfire by SPLA soldiers in Bentiu, Unity state directed towards the UN base and nearby civilian sites. The incident wounded a child and endangered UN personnel and civilians. The source of firing was the nearby Rubkona Airstrip where SPLA soldiers fired in the air for war veterans' day. This came after Friday's outbreak of violence in Bentiu where the UN mission protected approximately 340 civilians. The ongoing power-sharing talks between the President and his former deputy were facilitated by IGAD in Addis Ababa. The UN Security Council has reiterated its readiness to impose sanctions against anyone who undermines the peace talks.",2014-08-19,Bentiu,9.231487,29.8005027,12003,Rubkona
"The article discusses how the South Sudan army has used child soldiers during recent fighting against opposition forces in the specific locations of Bentiu, Unity State, and Rubkona in South Sudan, in violation of international law.",2014-08-20,Bentiu,9.231487,29.8005027,12008,Rubkona
"The article discusses the worsening humanitarian situation in South Sudan, with up to 1.5 million people being displaced by conflict. Former Vice President Riek Machar has rejected President Salva Kiir's peace offer, which was to incorporate him into a transitional unity government prior to next year's elections. The UN has rescued around 400 civilians from fierce fighting around the government-held town of Bentiu, and a UN compound there is sheltering around 50,000 displaced people. Machar demands direct talks with the government, while Igad wants South Sudanese civil society to be involved in the peace process. The South Sudan government supports Igad's position. President Kiir blames the crisis on rebel fighters and cites both sides in the conflict blocking essential food deliveries by humanitarian organizations. Machar charges that the government is practicing ethnic cleansing against the Nuer group, to which he belongs. President Kiir acknowledges that both Nuer and Dinka, his own ethnic group, have engaged in violence against each other. He points to destruction in the city of Bor, which is the capital of Machar's home state of Unity, as evidence of the struggle for power. The peace process led by Igad negotiators is the way forward, according to Kiir.",2014-08-19,Bentiu,9.231487,29.8005027,12037,Rubkona
The article discusses the condemnation by IGAD of the violation of the cessation of hostilities agreement in South Sudan after fighting broke out in Bentiu and Ayod. The opposition and the army have different accounts of the event. The U.N. mission in South Sudan has continued to protect thousands of civilians who have sought shelter due to the conflict.,2014-08-15,Bentiu,9.231487,29.8005027,12040,Rubkona
"The article discusses the extension of peace talks between South Sudan's warring parties by the Intergovernmental Authority on Development (IGAD) to 28 August, as well as the postponement of a proposed heads of state and government summit scheduled for Sunday. Fighting broke out in Unity state, causing aid workers and civilians to seek protection in Bentiu. Both sides have accused each other of violating a cessation hostilities agreement. The conflict has killed tens of thousands and displaced 1.5 million people internally and to neighbouring countries such as Uganda, Kenya, Sudan and Ethiopia.",2014-08-15,Bentiu,9.231487,29.8005027,12048,Rubkona
"The article discusses the outbreak of fighting in Unity state, South Sudan, resulting in aid workers and civilians seeking protection at the UN base in Bentiu. South Sudan's government and rebel forces accuse each other of violating a ceasefire agreement, with the government claiming the rebels launched an attack on their positions and the rebels claiming government troops acted in self-defence. The UN mission (UNMISS) provided shelter and protection to civilians, and called on parties to refrain from further violence. Regional leaders from the East African regional bloc (IGAD) called for tougher actions on parties obstructing South Sudan's peace process.",2014-08-15,Unity state,8.9277211,29.7889248,12050,Koch
"The article discusses the denial by South Sudanese rebels of allegations that they shot down a UN helicopter near Bentiu, in Unity state. The rebels called for a full UN investigation of the incident and denied any involvement. The UN confirmed the incident and dispatched a search and rescue team, while the South Sudanese army blamed rebels under Maj.Gen Peter Gatdet for the crash. The incident was condemned by the UN, and was seen as an attempt by the South Sudanese government to gain political capital.",2014-08-26,Bentiu,9.231487,29.8005027,12059,Rubkona
"The article discusses the seizure of a helicopter belonging to the regional monitoring and verification teams by South Sudan opposition forces in Bentiu, Unity State. A team member reportedly died during the incident. The article also reports that negotiations between the warring sides have been ongoing, with several agreements having been signed. However, both sides have violated the cessation of hostilities agreement signed in January. The article highlights the impending humanitarian crisis in South Sudan, with hundreds of thousands dead, over a million people displaced, and close to 200,000 seeking refuge in camps in Ethiopia.",2014-08-24,Bentiu,9.231487,29.8005027,12070,Rubkona
"The article discusses the use of child soldiers in the ongoing conflict in South Sudan, despite the government's previous commitment to end the practice through an Action Plan signed with the UN in 2012. Aid and human rights agencies report that both the government and opposition forces are using children as combatants in the conflict. The Action Plan had resulted in the release of over 1,000 children and measures to prevent child recruitment and use, but these gains are being eroded by the current conflict. Efforts are being made by international organizations to raise awareness and engage with the government and those involved in the practice, particularly in the most affected states such as Bentiu, Unity State, and Upper Nile.",2014-08-25,Bentiu,9.231487,29.8005027,12075,Rubkona
"The article discusses a sharp deterioration in the security situation in Bentiu, Unity State with clashes breaking out in areas surrounding the city. In Malakal, Upper Nile State, troop movements were reported over the previous weekend, with potential clashes feared. Lakes State remained calm but tense, with an increase in criminality, revenge attacks, gender-based violence, and cattle raids. Additionally, poor road accessibility has contributed to sharply increasing food prices with some 200 trucks and light vehicles stranded on the Rumbek-Wulu road. Humanitarian flights were suspended in Bentiu but have now resumed, and tensions have remained high within the Protection of Civilians (PoC) site over poor living conditions and fears of attack. ",2014-08-22,Bentiu,9.231487,29.8005027,12076,Rubkona
