summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name,hunger_bert,refugees_bert,humanitarian_bert,conflict_bert,Conflict,County level,Unity level,South Sudan / Liberation movement Conflict,Additional Notes,location_final
"The article discusses the killing of over 200 civilians and injuring of 400 more at Bentiu Mosque in Unity state, South Sudan by opposition forces. The acts are condemned by the United Nations Mission in South Sudan (UNMISS) and are said to be based on the victims' ethnic origins and nationality. The UN has also accused the SPLA in Opposition of killing hundreds of South Sudanese and foreign civilians after determining their ethnicity or nationality. The fighting is between soldiers aligned with former vice president Riek Machar and President Salva Kiir and is often seen as pinning President Kiir's Dinka tribe against Machar's Nuer. Both sides have been accused of committing atrocities.",2014-04-21,Bentiu mosque,9.231487,29.8005027,10507,Rubkona,True,True,True,True,2,yes,no,yes,rebels killed more than 200 and wounded over 400 people after seizing town from gov. troops on April 15,Rubkona
"The article discusses how opposition forces in Bentiu, South Sudan killed hundreds of civilians based on their ethnicity or nationality. The killings included attacks on a hospital, mosque, and church, and a UN World Food Programme compound. The United Nations Mission in South Sudan (UNMISS) strongly condemned the killings and urged the opposition Sudan People's Liberation Army (SPLA) forces and the Government troops to respect the Cessation of Hostilities Agreement they signed in January.",2014-04-21,Bentiu,9.231487,29.8005027,10508,Rubkona,True,True,True,True,2,yes,no,no,opposition forces killed hundreds of civilians based on their ethnicity or nationality,Rubkona
"The article discusses the massacre of innocent civilians in Bentiu by fighters aligned with rebel leader Riek Machar, which also involved hate speech broadcast on local radio. The article also mentions the armed attack at the UN Mission in South Sudan site in Bor that killed and injured civilians. It calls for accountability for the perpetrators of violence and an end to the cycle of violence in South Sudan.",2014-04-22,Bentiu,9.231487,29.8005027,10514,Rubkona,True,True,True,True,2,yes,no,no,masacre of innocent civilians from rebels ,Rubkona
"The article discusses the United Nations condemning the targeted killings of civilians in Bentiu, where rebel gunmen killed 'hundreds' of civilians, and the South Sudan army losing communication with commanders fighting rebels in Unity state. At least 48 people were killed in an attack by gunmen on a UN peacekeeping base in the flashpoint town of Bor, and more than one million people are at risk of famine in the war-torn country.",2014-04-21,Bentiu,9.231487,29.8005027,10518,Rubkona,True,True,True,True,2,yes,no,yes,"rebel gunmen cilled hundreds of civilians, at least 48 on a UN peacekeeping base, more than 1 mil at risk of famine",Rubkona
The article discusses rebels in South Sudan denying U.N. accusations of killing hundreds of people in Bentiu after taking control of the small town. The U.N. Mission in South Sudan reported that over 200 civilians were killed and 400 were wounded at a local mosque. Ethnic violence and clashes between rebels and government forces have killed thousands and displaced an estimated one million from their homes. Peace talks in Ethiopia have made little progress.,2014-04-22,Bentiu,9.231487,29.8005027,10524,Rubkona,True,True,True,True,2,yes,no,yes,rebels denying accusation of killing hundres after taking control of small town,Rubkona
"The article discusses the Chairperson of the Commission of the African Union expressing deep concern over the deteriorating security and humanitarian situation in South Sudan. She strongly condemns the deliberate attacks on civilians in Bentiu and Bor, where over 200 and 40 people respectively were reportedly killed. The attacks occurred amid efforts to facilitate the implementation of the Cessation of Hostilities Agreement between the Government of the Republic of South Sudan and Sudan People's Liberation Movement/Army (SPLM/A - in opposition). The Chairperson reminds both parties of their responsibility to fully abide by the Agreements they signed and their obligation regarding the protection of all civilians, including those who are under the protection of the UN. She urges both parties to fully cooperate with the IGAD-led Monitoring and Verification Mechanism to investigate these attacks and to bring their perpetrators to justice, and take seriously the upcoming political negotiations to resolve their dispute.",2014-04-22,"Bentiu, Unity State",9.231487,29.8005027,10526,Rubkona,True,True,True,True,2,yes,no,yes,200 and 40 killed in Bentiu and Bor civilians killed,Rubkona
"The article discusses the killings that occurred in Bentiu, the capital of South Sudan's Unity state, where rebel forces overran Bentiu in mid-April. The death toll is believed to be in the hundreds with over 200 killed and 400 wounded when rebel forces entered a mosque in Bentiu sheltering civilians. The rebels have reportedly segregated individuals on the basis of their ethnicity, and then escorted some to safety and killed the rest. Several men, women, and children were killed for hiding inside Bentiu hospital. Individuals from other South Sudanese communities, as well as Darfuris, were specifically targeted and killed at the hospital. The White House issued a strongly worded statement condemning the attacks.",2014-04-23,Bentiu,9.231487,29.8005027,10531,Rubkona,True,True,True,True,2,yes,no,yes,rebel overran bentiu mid-April and death toll with 200 killed and 400 wounded,Rubkona
"The article discusses the capture of Bentiu, a town in South Sudan, by rebels led by Riek Machar and the subsequent killing of more than 200 civilians. The rebels deny responsibility. The town is described as a metaphor for the problems in South Sudan, with the pursuit of power and oil compromising the lives of civilians.",2014-04-22,Bentiu,9.231487,29.8005027,10534,Rubkona,True,True,True,True,2,yes,no,yes,rebel capture of Bentiu,Rubkona
"The article discusses the killing of hundreds of civilians by rebels in Bentiu, a city in Unity State, South Sudan. The rebels hunted down men, women, and children who had sought refuge in a hospital, mosque, and Catholic Church. The fighting has exacerbated ethnic tensions between President Salva Kiir's Dinka people and his sacked vice-president Riek Machar's Nuer. The UN strongly condemned the targeted killings and the use of hate speech.",2014-04-22,Bentiu,9.231487,29.8005027,10535,Rubkona,True,True,True,True,2,yes,no,yes,rebels killing hundred of civilians,Rubkona
"The article discusses Secretary Kerry's call with South Sudanese President Kiir expressing grave concern about the ongoing conflict in South Sudan, including recent violence in Bentiu and Bor and the deliberate targeting of civilians by armed groups on both sides of the conflict. Secretary Kerry urged President Kiir to stop military offensives and to adhere to the Cessation of Hostilities agreement, and noted U.S. demands that anti-government forces do the same. Both Secretary Kerry and President Kiir expressed their support for the IGAD-led peace process.",2014-04-26,Bentiu,9.231487,29.8005027,10542,Rubkona,True,True,True,True,1,yes,no,yes,Secretary Kerry concern of conflict and deliberate targeting of civilians by armed groups on both sides of the conflict,Rubkona
"The article discusses the United Nations Security Council's consideration of imposing sanctions on South Sudan's warring parties if attacks against civilians continue, following an ethnically motivated massacre in Bentiu and the killing of dozens of internally displaced people (IDPs) who were sheltering at a UN base in Jonglei state capital Bor. The violence has shattered a January ceasefire deal aimed at ending hostilities which erupted in mid-December last year amid escalating political tensions between president Salva Kiir and his sacked former deputy Riek Machar. Both the US and EU have already threatened South Sudan with sanctions, while French UN ambassador Gerard Araud has indicated that UNSC member states are likely 'ready to go down the road of sanctions'.",2014-04-24,Bentiu,9.231487,29.8005027,10549,Rubkona,True,True,True,True,2,yes,no,yes,US and EU threatned South Sudan with sanctions following massacre in Bentiu killing dozens of IDPs,Rubkona
"The article discusses the use of radio stations in South Sudan to incite ethnic hatred and violence, particularly in the town of Bentiu where rebels took over a local FM station and broadcasted hate messages declaring certain ethnic groups should not stay in Bentiu. The UN protested against the use of radio to promote violence and hate. The conflict has also resulted in the targeting of Darfuris and non-Nuer civilians who were deliberately murdered by rebels. The article also touches upon the media environment in South Sudan and how independent journalism is being suppressed by the government and affected by the ongoing conflict.",2014-04-24,Bentiu,9.231487,29.8005027,10558,Rubkona,True,True,True,True,1,yes,no,no,rebels prodcast hate messages that ethnic groups should not stay in Bentiu. Led to civilians being murdered,Rubkona
"The article discusses the dismissal of South Sudan's army chief, General James Hoth Mai, and intelligence chief, General Paul Mach, by President Salva Kiir. The changes in leadership are said to be a normal routine in the army and have nothing to do with the rebel takeover of Bentiu in Unity State. Information Minister Michael Makuei emphasized that the government will continue to respect the Cessation of Hostilities Agreement signed with the rebels in Ethiopia in January, but warned that the government has the constitutional requirement to defend and protect the people of South Sudan in case the rebels violate the agreement again.",2014-04-24,Bentiu,9.231487,29.8005027,10565,Rubkona,False,False,False,True,1,no,yes,yes,"dismissal of SS army chief, itelligence chief by president Salva Kiir. Said to be normal routine not bc of Bentiu takeover",Unity state
"The article discusses Secretary Kerry's call with South Sudanese President Salva Kiir regarding the ongoing conflict in South Sudan, recent violence in Bentiu and Bor, the release of political officials, and the need to adhere to ceasefire agreements and allow access for international organizations such as the UN Mission in South Sudan.",2014-04-26,Bentiu,9.231487,29.8005027,10572,Rubkona,True,True,True,True,1,yes,no,yes,"discusses recent violence in locations, release of political officials",Rubkona
"The article discusses the claim made by South Sudanese rebels under the leadership of former vice-president Riek Machar that its fighters had killed and wounded dozens of Sudanese rebels fighting alongside the government after fresh clashes in Unity state. The Darfur-based Justice and Equality Movement (JEM) suffered heavy losses, with 69 members killed, including senior commanders. Rebel forces under the command of Col. Keerdol Thong and the 4th division's elite unit under overall command of Unity state military governor Maj. Gen. James Koang Chuol emerged victorious following a three-hour battle in Manga village between Parieng county and Unity junction.",2014-04-25,"Manga village, Parieng county, Unity state",9.316765,29.7910958,10574,Rubkona,True,True,True,True,2,no,yes,yes,3 hour battle in Manga village between Parieng county and Unity junction,Unity state
"The article discusses the accusations made by Sudan's rebel Justice and Equality Movement (JEM) against the foreign minister, Ali Karti, for instigating the killing of Sudanese civilians in South Sudan. The UN Mission in South Sudan (UNMISS) confirmed that more than 200 civilians had been killed and over 400 wounded at a Bentiu mosque after the town was captured by rebel forces. The article also mentions accusations made by Sudan's foreign ministry against Juba of using Sudanese rebel groups in its fight against rebels allied to former vice-president Riek Machar, and JEM's allegations that Karti had falsely accused them of participating in fighting in Libya during the revolution which led to the killing of Sudanese civilians and black Africans.",2014-04-25,Bentiu,9.231487,29.8005027,10576,Rubkona,True,True,True,True,2,yes,no,yes,confirmed 200 kills and 400 wounded in Bentiu by rebel forces after capture,Rubkona
"The article discusses the urgent U.N. Security Council meeting on the situation in South Sudan, where U.S. Ambassador Samantha Power called for sanctions against those who target civilians or act as political spoilers. The meeting reviewed pictures of a massacre in Bentiu, where rebels allegedly killed hundreds of people based on their nationality or ethnic origin. The U.N. has nearly 8,500 peacekeepers in the country and has reported a deadly attack on its base in Bor. Both sides in South Sudan's conflict are using a military approach, with ethnic violence and clashes causing the displacement of more than 1.1 million people from their homes. Peace talks in Ethiopia have made little progress.",2014-04-24,Bentiu,9.231487,29.8005027,10577,Rubkona,True,True,True,True,2,yes,no,yes,"8,500 peackeepers in the country, rebels killing hundred in Bentiu, displacement of 1.1 million people from homes",Rubkona
"The article discusses the sacking of army commander Gen James Hoth Mai by President Salva Kiir following the fall of Bentiu in South Sudan. The replacement Paul Malong is accused of atrocities during the fighting in Juba. The civil war between north and south lasted 50 years. The UN has called for sanctions against both sides in South Sudan and Kenya is urged to take the lead in imposing personal sanctions on Salva, Machar and their close associates. The families of many South Sudan leaders stay in Nairobi where they have their homes, families and bank accounts. Igad is still pushing peace talks in Addis Ababa but they have not achieved much.",2014-04-25,Bentiu,9.231487,29.8005027,10579,Rubkona,True,True,True,True,1,yes,no,yes,firing of commander after fall of Bentiu,Rubkona
"The article discusses how the United States has asked South Sudan to immediately halt their military offensive against armed opposition groups and accelerate talks to end the ongoing conflict. The US Secretary of State John Kerry spoke with President Salva Kiir to express grave concern about the ongoing conflict, including recent violence in Bentiu and Bor, and to welcome the decision of the government to release the four former detainees in detention since December. Both parties expressed their support for the IGAD-led peace process as well as the important role played by the United Nations mission in the country (UNMISS) and denounced recent attacks on their bases and personnel.",2014-04-27,Bentiu,9.231487,29.8005027,10580,Rubkona,True,True,True,True,1,yes,no,yes,US asked South sudan to immediately halt their military offensive against armed opposition,Rubkona
"The article discusses the ongoing violence in South Sudan, particularly the recent massacre of civilians by Riek Machar's rebels in the city of Bentiu. The author calls for immediate intervention by East African states, the African Union, and other international bodies to stop the violence. The South Sudanese government and rebels are both blamed for failing to resolve their power struggles. The author suggests that regional governments should send in troops to restore order and peace. Finally, the article notes that top security officials from regional governments met in Kigali to discuss ways of speeding up the creation of a regional standby force to deal with crises such as South Sudan.",2014-04-26,Bentiu,9.231487,29.8005027,10583,Rubkona,True,True,True,True,2,yes,no,yes,massacre of civilians by rebels ,Rubkona
"The article discusses the SPLM/SPLA armed resistance's response to allegations of massacres in Bentiu. They deny targeting and murdering innocent civilians from other ethnicities as they withdrew and blame it on government forces. They accuse the Juba regime of attempting to tarnish their image and cover up their own heinous crimes against civilians, specifically the recent massacre of Nuer ethnic group in Bor town. They condemn the United Nations Mission in South Sudan for not independently verifying and investigating incidents with impartiality.",2014-04-26,Bentiu,9.231487,29.8005027,10586,Rubkona,True,True,True,True,1,yes,no,yes,armed restiances deny targeting and murdering innocent civilians ,Rubkona
The article discusses the rebel Sudan People's Liberation Movement/Army (SPLM/A) in Opposition dismissing reports by a UN official that its forces carried out targeted killings against innocent civilians and prisoners of war after recapturing Unity state capital Bentiu from government forces earlier this month. The conflict is between government loyalists of Kiir's Dinka tribe against rebels of Machar's Nuer ethnic group. The fighting between the two rivals has killed tens of thousands and displaced at least one million people. Talks between the two sides have failed to halt the conflict on the ground.,2014-04-26,Bentiu,9.231487,29.8005027,10588,Rubkona,False,True,True,True,2,yes,no,yes,killed tens of thousands and displaced at least one million people,Rubkona
"The article discusses the massacre of civilians by rebels in Bentiu and ethnic-based violence in an oil-producing region in South Sudan, along with the attack on a U.N. compound in Bor. The Security Council is considering imposing targeted sanctions against officials linked to atrocities, and the African Union's Commission of Inquiry in South Sudan has been slow to begin. Regional leaders will likely provide the solution to the crisis, but IGAD's attempts to broker peace have been increasingly futile.",2014-04-24,Bentiu,9.231487,29.8005027,10589,Rubkona,True,True,True,True,2,yes,no,yes,rebels massacre civilians and attack on UN compound in Bor,Rubkona
"The article discusses the decision made by the Committee of Darfur Sultans, Darfuri activists, and the Association of Displaced People and Refugees of Darfur to register the number of victims of the widespread killings in Bentiu, the capital of Unity state. The UN Security Council (UNSC) expressed horror and anger at the mass violence in Bentiu on 14 and 15 April resulting in the death of more than 200 people. They strongly deplored the targeting of civilians based on their ethnicity and demanded that President Salva Kiir, former Vice President Riek Machar, and other political leaders publicly state that all attacks on civilians are unacceptable. Additionally, about 27 Darfuri are trapped in the area Fanjak in Upper Nile state and are unable to transport to safe places.",2014-04-25,Bentiu,9.231487,29.8005027,10592,Rubkona,True,True,True,True,2,yes,no,yes,repels mass violence in Bentiu on 14 and 15 april,Rubkona
"The article discusses accusations made by the SPLM/SPLA armed resistance against the genocidal regime in Juba under Salva Kiir, alleging that they targeted and murdered innocent civilians in Bentiu, Unity state capital, before blaming it on the opposition forces. The article also mentions the recent barbaric massacre of hundreds of innocent women and children from the Nuer ethnic group in Bor town, capital of Jonglei state, and accuses UNMISS of succumbing to the interests of the government and its allies instead of independently investigating incidents with impartiality.",2014-04-25,Bentiu,9.231487,29.8005027,10597,Rubkona,True,True,True,True,2,yes,no,yes,"genocidal regime in Juba, murder innocent civilians in Bentiu, killings hundres of women and children in Bor",Rubkona
"The article discusses the United Nations human rights chief's call for the parties to the conflict in specific areas of South Sudan to respect the cessation of hostilities and end human rights violations, including violence, sexual violence, and denial of the right to food. The conflict, which began in December 2013, has displaced tens of thousands of civilians, and the UN is providing shelter to many. The High Commissioner for Human Rights arrived in South Sudan to assess the situation and talk to victims and officials involved in the peace process, including opposition leaders.",2014-04-28,Unity state,8.9277211,29.7889248,10604,Koch,True,True,True,True,1,yes,no,yes,"call for parties to respect cessation of hostitilies and end human rights violations, conflict has displaced tens of thousands since Dec 2013",Koch
"The article discusses the recent massacres and ethnic-based violence in South Sudan, particularly in Bentiu and Bor where rebels executed hundreds of civilians and a UN camp was attacked. The UN Security Council expressed condemnation and readiness to consider appropriate measures against those responsible. Possible measures may include targeted sanctions against officials linked to the atrocities. The conflict in South Sudan has split the country along ethnic lines, with peace negotiations being proposed but continuously unimplemented. The solution to the crisis is suggested to come from regional leaders such as IGAD.",2014-04-29,Bentiu,9.231487,29.8005027,10624,Rubkona,True,True,True,True,2,yes,no,yes,rebels exectured hundreds of civilians and a Un camp was attacked,Rubkona
"The article discusses the gruesome targeted killings and violence in Bentiu, South Sudan, after a major battle on April 15. Tens of thousands of people have fled to UNMISS camps for safety, where they face life-threatening living conditions. Medical staff have reported up to 33 people killed in Bentiu State Hospital, including one Ministry of Health employee. MSF has urged armed actors to cease targeted killings and assume responsibility towards the population in areas under their control.",2014-04-28,Bentiu,9.231487,29.8005027,10640,Rubkona,True,True,True,True,2,yes,no,yes,major battle on april 15 in bentiu,Rubkona
"The article discusses Rep. Frank Wolf's call on President Obama to send former Presidents Bill Clinton and George W. Bush to South Sudan to help end the ongoing violence that is reminiscent of what happened in Rwanda 20 years ago this month. Wolf shows graphic photos of the atrocities, including one of a pile of bodies from the recent massacre in Bentiu. He warns that another attack in Bentiu could be imminent. The United States has a moral obligation to help since America helped give birth to South Sudan. Ethiopia, Djibouti, Kenya, Somalia, and Sudan neighbor South Sudan.",2014-04-30,Bentiu,9.231487,29.8005027,10649,Rubkona,True,True,True,True,1,yes,no,yes,Wolf shows photos of one pile of bodies from massacre in Bentiu and another is imminent,Rubkona
"The article discusses U.S. Secretary of State John Kerry's visit to Africa, with a focus on South Sudan and the need to prevent further civilian atrocities. President Obama signed an executive order allowing the U.S. to impose sanctions on individuals violating human rights and contributing to unrest or interfering in efforts to resolve the conflict in South Sudan. The article also emphasizes the need for a major political transformation in South Sudan after the fighting ends, one that leads to a government that is truly democratic and committed to the development of the country, and accountability for all that has happened in the past year.",2014-04-30,Bentiu,9.231487,29.8005027,10657,Rubkona,True,True,True,True,1,no,yes,no,Obama signed order allowing US to impose sanction on people violating human rights and contributing to unrest,Unity state
"The article discusses the South Sudanese military's assault on rebels holding the oil-producing hub of Bentiu, the retaking of Nasir by government forces, warnings from US top diplomat John Kerry to both sides to begin peace talks or face consequences, and the ongoing violence and unrest in South Sudan which has led to thousands of deaths and displacement of at least one million people. Both sides have accused each other of war crimes and the United Nations has called for more humanitarian assistance to prevent a potential catastrophe.",2014-05-05,Bentiu,9.231487,29.8005027,10673,Rubkona,True,True,True,True,2,yes,no,yes,South Sudanese military assault on rebels holding oil porducing hub of Bentiu,Rubkona
"The article discusses the ongoing conflict in South Sudan, including the deliberate targeting of civilians and the intensification of fighting despite a promise to cease hostilities. The article calls on all sides to cease offensive military actions, respect the rights of every citizen, and enable the delivery of humanitarian supplies. The article also mentions the possibility of targeted sanctions against individuals contributing to atrocities and calls for a revision of the mandate of UNMISS to focus more fully on civilian protection. The article emphasizes the need for South Sudan's leaders to pursue peace and avoid a deepening humanitarian disaster. The article refers to specific locations where violence against civilians has taken place, including Bentiu, Bor, Juba, Malakal, and Wau, and also references the genocide that took place in Rwanda twenty years ago.",2014-05-02,Bentiu,9.231487,29.8005027,10681,Rubkona,True,True,True,True,1,yes,no,yes,cease offensive military actions and respect rights of every citizen,Rubkona
"The article discusses the rejection by South Sudan's parliamentary speaker of claims that the country is at risk of becoming a failed state despite growing concerns of full-scale civil war and a possible genocide. The speaker urged the country's youth not to become embroiled in tribal politics and tensions. The conflict, which erupted in mid-December last year, has resulted in thousands of deaths and over a million displaced people. Ethnic violence in Unity and Jonglei states has brought increased international scrutiny to the area.",2014-05-03,Bentiu,9.231487,29.8005027,10691,Rubkona,True,True,True,True,1,no,yes,yes,rejection of claims that country is at risk of becoming failed state despite growing concerns of fullscale civil war and genocide,Unity state
"The article discusses the unrest in South Sudan, specifically the recapture of the strategic Unity state capital Bentiu by opposition forces led by the former vice president Riek Machar. The town has exchanged hands multiple times and the rebels accuse Sudanese rebel Justice and Equality Movement of taking part in the offensive. The article mentions that the rebels are engaging with government troops in Nasir town and carrying out a counterattack in Renk county. The government is accused of violating the cessation of hostilities agreement as peace talks resume in Addis Ababa.",2014-05-05,Bentiu,9.231487,29.8005027,10692,Rubkona,False,False,False,True,2,yes,no,yes,"recapture of Bentiu by opposition forces, changed hands multiple times",Rubkona
"The article discusses renewed fighting in various locations in South Sudan, including resource-rich Unity state's capital Bentiu, where there was heavy fighting between Sudan People's Liberation Army (SPLA) and opposition soldiers, including in the vicinity of a UN base. There were also heavy clashes between the SPLA and opposition forces reported in Renk and Nassir, tear gas was fired in Juba to disperse a crowd, and construction workers were attacked by displaced persons. UN officials have reported a drastic deterioration in the human rights situation in the country, urging the Security Council to act before the situation plunges deeper into crisis.",2014-05-05,Bentiu,9.231487,29.8005027,10694,Rubkona,True,True,True,True,2,yes,no,yes,explicit mention of Sudans People's Liberation Army (SPLA),Rubkona
"The article discusses the deteriorating human rights situation in South Sudan, including increasing ethnic violence and revenge killings. UN officials urge the Security Council to take action against parties committing violence against civilians and call for greater responsibility from all leaders involved. The culture of impunity in the country is contributing to the crisis, and the Intergovernmental Authority on Development is pushing for deployment of a Protection and Deterrent Force to monitor the implementation of the cessation of hostilities. Both parties are guilty of violating the cessation of hostilities, and the joint visit by UN officials was in response to the recent mass killings in Bentiu and Bor. There are risk factors of genocide and other atrocity crimes, including discrimination on the basis of ethnicity. The situation in South Sudan is a personal power struggle with little regard for the suffering of the people while the international community must not be complicit in the country's access to oil wealth and development resources.",2014-05-02,Bentiu,9.231487,29.8005027,10717,Rubkona,True,True,True,True,1,yes,no,yes,"deteriorating human rights situation with increasing ethnic violence and revenge killings, point of view from UN",Rubkona
"The article discusses the use of media in South Sudan in a way reminiscent of the lead-up to the Rwandan genocide, with Radio Bentiu FM station broadcasting messages that incite ethnic violence. The author suggests jamming the radio signal as a means of stopping the spread of hate speech. The conflict in South Sudan is between former Sudan People's Liberation Movement (SPLM) allies and has taken on an increasingly ethnic tone, with the Dinka and Nuer people on opposing sides.",2014-05-07,Bentiu,9.231487,29.8005027,10747,Rubkona,True,True,True,True,1,yes,no,yes,explicit mention of Sudans People's Liberation Movement,Rubkona
"The article discusses the relationship between South Sudan and Sudan, highlighting their continued interdependence despite the split of Africa's biggest country. The article also covers the Bentiu massacre, in which hundreds of people died and which has become one of the defining images of the new civil war in South Sudan. The article talks about the accusations of who was responsible for the massacre, the role of Darfuri rebels fighting for Kiir's government, and the involvement of JEM in the conflict. Additionally, the article covers the collaboration between the South Sudanese rebels and JEM to fight against Machar's forces. The article discusses Khartoum's support for Salva Kiir during the civil war and the economic impact of the split on both countries. Finally, the article speculates on the potential impact of Khartoum's choices on the South Sudanese civil war and the dependence of border peoples on each other.",2014-05-08,Bentiu,9.231487,29.8005027,10776,Rubkona,True,True,True,True,2,yes,no,yes,coveres Bentiu massacre and who was responsible (which rebels),Rubkona
"The article discusses the challenges to the cease-fire signed on May 9, 2014 by leaders in South Sudan, specifically the inadequate communication and command within the Sudan People's Liberation Army/In Opposition (SPLA/IO) and the division of military forces along ethnic lines. There are reports of fighting in and around Bentiu on May 11, 2014. The article also questions the readiness of monitoring and verification mechanisms and criticizes the lack of urgent international commitment to effective monitoring.",2014-05-11,Bentiu,9.231487,29.8005027,10821,Rubkona,True,True,True,True,1,yes,no,yes,signed cease fire with SPLA and then fighting in bentiu 2 days later,Rubkona
"The article discusses accusations of breach of Addis Ababa agreement between the rebel SPLM-In-Opposition and South Sudanese army, with both parties accusing each other of launching attacks in Unity and Upper Nile states. The SPLA denies the accusations and states that rebel forces are attacking their positions. The ceasefire agreement signed on Friday between the two parties is to be observed, according to the SPLA spokesperson.",2014-05-11,Unity state,8.9277211,29.7889248,10829,Koch,True,True,True,True,2,no,yes,yes,SPLA denies accusation of attacks and states that rebel forces are attacking their positions,Unity state
"The article discusses the threats to the cease-fire signed on May 9, 2014 by Salva Kiir and Riek Machar in South Sudan, including inadequate command and control by the SPLA/In Opposition and uncertainties around Riek Machar's leadership. There are reports of fighting in and around Bentiu in Unity State on May 11, 2014, just two days after the ceasefire agreement. The article also raises questions about the readiness and effectiveness of UNMISS and the IGAD Monitoring and Verification Mechanism, as well as the lack of urgent international commitment to rapid and effective monitoring. Without effective, timely monitoring, the cease-fire is unlikely to hold.",2014-05-11,Bentiu,9.231487,29.8005027,10838,Rubkona,True,True,True,True,1,yes,no,yes,SPLA inadquate command and control. Fighting in Bentiu 2 days after ceasfire agreement,Rubkona
"The article discusses the postponement of presidential elections in South Sudan amid severe ethnic-based violence resulting from a top political power struggle. Troops loyal to South Sudanese President Salva Kiir, an ethnic Dinka, and rebel fighters loyal to his former deputy, Riek Machar, an ethnic Nuer whom Kiir dismissed last July, have been embroiled in largely ethnic-based violence since December. The conflict has seen the army divide along ethnic lines, resulting in thousands of people being killed and a million people forced to flee their homes. Both sides have accused each other of violating a ceasefire agreement, dashing hopes of peace. Machar called for elections to be held next year as originally planned, with the establishment of a federal government. Elections are set to take place in various locations in South Sudan.",2014-05-12,Bentiu,9.231487,29.8005027,10841,Rubkona,True,True,True,True,2,no,yes,yes,both sides accused of violating ceasfire agreegment,Unity state
"The article discusses the ongoing conflict and fragile cease-fire agreement in South Sudan. Both sides, led by President Salva Kiir and rebel leader Riek Machar, have accused each other of violating the agreement shortly after it was made. The conflict has taken on an ethnic dimension, with violence between different groups escalating. The humanitarian situation is also worsening, with millions in need of food aid and little access due to the fighting. The next step is to establish a transitional government to guide the country to free and fair presidential elections in 2015.",2014-05-12,Bentiu,9.231487,29.8005027,10843,Rubkona,True,True,True,True,2,no,yes,yes,"both sides accused of violating ceasfire agreegment, millions in need of food aid and little access due to fighting",Unity state
"The article discusses accusations made by South Sudanese rebels that the national army and its allied mercenaries continue to attack their positions in Unity state, particularly in Rubkotna county and the oil hub town of Bentiu. The rebels have stated that the attacks have violated a peace agreement signed by rival leaders, and have demanded that both sides cease attacking one another. The conflict has resulted in the displacement of over a million people and a looming humanitarian catastrophe in the country.",2014-05-09,Rubkotna county,9.3297456,29.6962677,10844,Rubkona,False,False,False,True,2,yes,no,yes,"national army and mercenaries are attacking rebel positions, result displacement of over a million people ",Rubkona
"The article discusses clashes and heavy military presence in Bentiu, Unity State, causing delay in aid supplies and hampering humanitarian access. Clashes were also reported in Akobo County, Jonglei State. Over 1.3 million South Sudanese have been displaced and 4 million people are facing acute food insecurity.",2014-05-16,"Bentiu, Unity State",9.231487,29.8005027,10879,Rubkona,True,True,True,True,2,yes,no,yes,"heavy military presence causing delay in aid suppliers, 4 million people facing acute food insecurity",Rubkona
"The article discusses the looting of medical equipment and supplies belonging to the United Nations in Unity state, South Sudan. The UN mission strongly condemned these actions and called on all parties involved in the conflict to respect its properties. Additionally, there were reports of heavy deployment of government and pro-government forces in both Unity state and Juba, despite a ceasefire agreement. The UN is currently providing protection to over 32,000 civilians in Juba and constructing new sites to host displaced people.",2014-05-14,Bentiu,9.231487,29.8005027,10917,Rubkona,True,True,True,True,1,no,yes,no,looting of medical equiment and supplies from UN,Unity state
"The article discusses the involvement of Sudanese armed groups in the South Sudanese conflict, particularly in the recapture of Unity state Bentiu, where over 200 Sudanese were killed. Both sides accuse the other of using Sudanese militiamen in the fighting. The state minister at Sudan's foreign ministry considers this involvement a threat to national security and reports thousands of Sudanese nationals killed in the conflict. The conflict also has roots in old civil war relations between different groups from both Sudan and South Sudan.",2014-05-20,Unity state,8.9277211,29.7889248,10935,Koch,True,True,True,True,2,yes,no,yes,"Bentiu recapture, 200 killed",Koch
"The article discusses the Security Council's adoption of a resolution renewing the mandate for the UN peacekeeping mission in South Sudan with a focus on protecting civilians, monitoring and investigating human rights abuses, and facilitating delivery of humanitarian assistance. The resolution also includes an increased troop level and support from the Intergovernmental Authority on Development (IGAD). The article highlights the escalating ethnic violence and lack of political agreement in South Sudan, leading to displacement, potential famine, and economic instability. The United States has provided significant humanitarian assistance, but calls for political leaders to prioritize a lasting peace through inclusive national dialogue.",2014-05-27,Bentiu,9.231487,29.8005027,11038,Rubkona,True,True,True,True,2,yes,no,yes,UN peace keeping mission in SS,Rubkona
"The article discusses the agreement between South Sudanese President Salva Kiir and rebel leader Riek Machar to create a transitional national unity government within 60 days, backed up by the threat of sanctions from regional neighbors. The conflict between their respective forces, which started as a power struggle, escalated into an ethnic conflict, with fears of genocide. The mediators from the 8-nation East African regional bloc known as the Intergovernmental Agency for Development (IGAD) threatened the two sides with sanctions if they didn't cease all military operations in the conflict. The deal also binds the two sides to permitting unhindered humanitarian access to the hundreds of thousands of people who have fled their homes since the fighting began in December. The United Nations has been warning that four million people could be on the brink of starvation by the end of the year.",2014-06-11,Bentiu,9.231487,29.8005027,11195,Rubkona,True,True,True,True,2,yes,no,yes,creating transitional national unity government between SS and the rebels,Rubkona
